about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,relation,location 1,location 2,location 3,location 4,location 5,identifier,description,type,rights,publisher,language,creator 1,creator 2,creator 3,creator 4,contributor 1,contributor 2,contributor 3,contributor 4,contributor 5
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/75,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/75,,,"Shay-wi-zick (Sour Spittle), Chippewa",1 portrait photograph; image 12.6 x 18.2 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Ojibwa Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 25 AP 314

ap314box25_o2.jpg",Portrait photograph of a man sitting,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/76,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/76,,,"Chetan wakan mani (Little Crow), Mdewakanton Dakota",1 portrait photograph; image 12.5 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits tiff,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 36 AP 428

ap428box36_o2.jpg",Portrait photograph of Santee man,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/77,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/77,,,"Hehaka Mazu (Iron Elk), Dakota",1 portrait photograph; image 12.5 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 39 AP 636

ap636box39_o2.jpg",Portrait photograph of Hehaka Mazu (Iron Elk),Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/78,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/78,,,"Havkawashti (Good Hawk), Yanktonai Dakota",1 portrait photograph; image 12.5 x 18.2 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,Yanktonai Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 39 AP 634

ap634box39_o2.jpg",Portrait photograph of Havkawashti (Good Hawk) sitting in profile,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/79,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/79,,,"Pte-wa-kan (Medicine Cow), Yankton Dakota",1 portrait photograph; image 12.5 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 576

ap576box54_o2.jpg",Portrait photograph of Medicine Cow,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/80,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/80,,,"Wa-kin-yan-chin-stin (Little Thunder), Yankton Dakota",1 portrait photograph; image 11.4 x 17.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 590

ap590box 54_o2.jpg",Little Thunder photographed sitting,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/81,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/81,,,"Michel St. Cyr, Winnebago",1 portrait photograph; image 12.6 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1639

ap1639box52_o2.jpg",Portrait photograph of Michel St. Cyr in profile. See also Ayer Photographs Box 52 AP 1638.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/82,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/82,1863,1850,"He-Kha-Ka Ma-ni (Walking Elk), warrior, Yankton Dakota",1 portrait photograph; image 12.2 x 16.5 cm; on sheet 25.4 x 34.0 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Washington (D.C.)
",,,,,"Ayer Photographs box 116 AP 2549

ap2549box116_o2.jpg","Portrait photograph of He-Kha-Ka Ma-ni (Walking Elk), warrior of the Yankton Sioux on its original mount. Printed on mount,""Published by the Trustees of the Blackmore Museum Salisbury 1865.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/83,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/83,,,"Paul Parrish, Winnebago",1 portrait photograph; image 12.6 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1634

ap1634box52_o2.jpg",Portrait photograph of Paul Parrish in profile. See also Ayer Photographs Box 52 AP 1633.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/84,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/84,,,"Chan-te-ha (Skin of the Heart), Cuthead Dakota",1 portrait photograph; image 12.5 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 53 AP 379

ap379box53_o2.jpg",Portrait photograph of Skin of the Heart sitting in slight profile,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/85,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/85,,,"Ma-to-ho-tan-ka (Bear with Big Voice), Yankton Dakota",1 portrait photograph; image 12.5 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 53 AP 560

ap560box53_o2.jpg",Portrait photograph of Ma-to-ho-tan-ka (Bear with Big Voice) in slight profile,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/86,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/86,,,"Pte-wa-kan (Medicine Cow), Yankton Dakota",1 portrait photograph; image 12.5 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 577

ap577box54_o2.jpg",Photograph of Medicine Cow standing,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/87,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/87,,,"Cho'-tan-ka-shka'-ta (Flute Player), Santee Dakota",1 portrait photograph; image 12.6 x 18.4 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 36 AP 513

ap513box36_o2.jpg",Black and white portrait of Santee man sitting,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/88,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/88,,,"Tibishko-biness (Like a Bird), Chippewa",1 portrait photograph; image 12.6 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Ojibwa Indians,Swords,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 25 AP 315

ap315box25_o2.jpg","Portrait photograph of a man sitting, posing with a sword and bag",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/89,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/89,,,"Wan-m'di-sha'-pa (Black Eagle), Yankton Dakota",1 portrait photograph; image 12.5 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 591

ap591box54_o2.jpg","Yankton man, Black Eagle, photographed sitting. See also box 54, AP 592.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/90,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/90,,,"Tatanka Hanska (Long Fox), Yankton Dakota",1 portrait photograph; image 12.7 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 39 AP 650

ap650box39_o2.jpg",Portrait photograph of Tatanka Hanska (Long Fox),Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/91,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/91,,,"Wa'-pa-ha-sha (Red Ensign), Santee Dakota",1 portrait photograph; image 12.4 x 17.8 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 36 AP 531

ap531box36_o2.jpg",Head and shoulders portrait photograph of Santee man. See also Ayer Photographs box 36 AP 532.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/92,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/92,,,Wizi Yanktonai Dakota,1 portrait photograph; image 12.5 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Yankton Indians,Yanktonai Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 55 AP 623

ap623box55_o2.jpg",Head and shoulders portrait photograph of Wizi,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/93,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/93,,,"Stiff Wing, Winnebago",1 portrait photograph; image 12.6 x 18.4 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1644

ap1644box52_o2.jpg",Portrait photograph of Stiff Wing. See also Ayer Photographs Box 52 AP 1645.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
