about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/529,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/529,,1913,"Saint Clement Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 28

mms_sloan_bx_1_fl_28_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. Clement Ch., Orchard St. and Deming Pl.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/530,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/530,,1913,"Saint Clement Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 28

mms_sloan_bx_1_fl_28_06_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. Clement Church, Orchard St. and Deming Pl.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/531,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/531,1925,1900,"Kimball Carriage Factory, Chicago, early 20th century
","
Photographs
tiff","
",Carriage and wagon making,Carriage industry,Carriages and carts,Factories,"Kimball Carriage Company (Manchester, N.H.)
",,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 32

mms_sloan_bx_1_fl_32_06_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Kimball Carriage Factory, Michigan Ave and 39th St.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/532,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/532,1925,1900,"Saint James Methodist Episcopal Church, Chicago, early 20th century
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 24

mms_sloan_bx_1_fl_24_04_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. James M. E. 46th and Ellis Ave.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/533,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/533,1925,1900,"Grosse Point Lighthouse, Evanston, Illinois, early 20th century
","
Photographs
tiff","
","Lighthouses
",,,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Evanston
",,,,,"

mms_sloan_bx_2_fl_55_05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Grosse Point Light, North Evanston, 2601 Sheridan Rd.; land secured by U.S in 1870, light in operation, 1938""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/534,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/534,,1913,"Normal Park Baptist Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 12

mms_sloan_bx_1_fl_12_05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Stewart Ave. and 70th St.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/535,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/535,,1913,"Saint Mary of the Lake Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 28

mms_sloan_bx_1_fl_28_10_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. Mary's of the Lake, Sheridan Rd. and Buena Ave.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/536,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/536,,1913,"Saint Mary of the Angels School, Chicago, 1913
","
Photographs
tiff","
",Catholic schools,School buildings,Churches,"Religious facilities
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 17

mms_sloan_bx_1_fl_17_09_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Retake, St. Mary of the Angels School, N. Armitage and Bloomingdale Rd.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/537,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/537,1925,1900,"Stock Yard Inn, Chicago, early 20th century
","
Photographs
tiff","
",Hotels,"Stockyards
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 32

mms_sloan_bx_1_fl_32_21_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""West wing, Stock Yrds. Inn; cracked plate""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/538,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/538,,1913,"Saint Laurence Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 16

mms_sloan_bx_1_fl_16_12_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. Laurence, N.W corner Madison Ave. and E. 72nd St.; Grand Crossing; St. Lawrence, Christian mart of 3rd Century, roasted alive in an iron chair at Rome festival""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/539,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/539,1925,1900,"House, Chicago, early 20th century
","
Photographs
tiff","
",Housing,Doorways,"Architecture, Domestic","Dwellings
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 36

mms_sloan_bx_1_fl_36_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Entrance, 919 Dearborn Ave.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/540,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/540,1925,1900,"Low relief sculpture of a lion, Illinois, early 20th century
","
Photographs
tiff","
",Sculpture,"Lions
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"

mms_sloan_bx_2_fl_55_15_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,Unidentified sculpture.,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/541,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/541,,1913,"River Forest Methodist Church, River Forest, Illinois, December 26, 1913
","
Photographs
tiff","
",Churches,Church buildings,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--River Forest
",,,,,"Midwest MS Sloan Box 2 Folder 42

mms_sloan_bx_2_fl_42_17_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""River Forest M.E.; Lake and Keystone Ave; December 26, 1913""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/542,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/542,,1913,"Athletic Field House, University of Chicago, 1913
","
Photographs
tiff","
",Universities and colleges,University of Chicago,Field houses,College facilities,"College buildings
",,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 31

mms_sloan_bx_1_fl_31_05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Partal tower, Athletic Field, U of C.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/543,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/543,,1916,"Avery Coonley Kindergarten, Riverside, Illinois, May 14, 1916
","
Photographs
tiff","
","Wright, Frank Lloyd, 1867-1959","School buildings
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Riverside
",,,,,"Midwest MS Sloan Box 2 Folder 47

mms_sloan_bx_2_fl_47_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Coonley Kindergarten, private; Fairbanks Rd., Riverside; Frank Lloyd Wright, Archt.; May 14, 1916""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/544,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/544,1925,1900,"Municipal Center, Lake Forest, Illinois, early 20th century
","
Photographs
tiff","
",Doorways,Civic centers,Municipal buildings,"Public buildings
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Lake Forest
",,,,,"Midwest MS Sloan Box 2 Folder 43

mms_sloan_bx_2_fl_43_11_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Lake Forest, Municipal Center, entrance to Club House""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/545,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/545,,1913,"Saint Stanislaus Kostka Church, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 18

mms_sloan_bx_1_fl_18_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""St. Stanislaus, Noble and Ingraham; retake - more of front on bright day""--Photograph verso.",,,
